row_id,waktu,tweet_id,username,tweet,web,lokasi
292,3/29/2021 11:48,1.44E+18,ungupurpleeee,https://t.co/kygajsdxtu,,
293,3/31/2021 1:15,1.44E+18,Polsek_Pdr443,"  dilanjut, operasional transportasi di daerah   3 tetap dibatasi 70 persen https://t.co/1bx3jaw7xd",,
294,3/31/2021 12:14,1.44E+18,sutobrot,"rt @aznlova: rakyat sulit karena episode     dan tersanjung diperpanjang terus.

rkyt sulit karena    dr   menekan ek…",,
295,3/31/2021 11:59,x1376751695854592002,AnggiFebrianS2,"pemerintah mengeluarkan aturan baru di masa penanganan covid-19 dan kelonggaran   di berbagai sektor, khususnya dalam kegiatan per an #  # kebangsaan # indonesia

https://t.co/6ro7jmf2kq",,
297,3/31/2021 1:15,x1376391704400433155,fahmiifrds,"covid turun,   dilanjutkan, realisasi pen capai rp 411,72 t https://t.co/tru3wd7vaa",,
298,3/31/2021 12:14,x1376557700209762311,NadinHang,"rt @aznlova: rakyat sulit karena episode     dan tersanjung diperpanjang terus.

rkyt sulit karena  domino dr   menekan ek…",,
299,3/31/2021 11:59,x1376546914217299974,GaranganNKRI," monggo mampir ke blitar mas mentri, bikin program pemulihan juga untuk   kreatif. selama ketatnya   kami pelaku usaha kreatif betul-betul babak belur. kabarin mas kalau mau ke blitar, nanti tak buatin kopi.",,
300,3/31/2021 10:57,x1376160880816181250,PagelaranDesa,rt @cnnindonesia: deretan bisnis yang dilonggarkan selama   5-18   https://t.co/oiuxjephrk,,
301,3/29/2021 13:21,x1377066879458537472,mcreativepky,deretan bisnis yang dilonggarkan selama   5-18   https://t.co/oiuxjephrk,,
302,3/28/2021 13:14,x1377232847522516992,mcreativepky,"rakyat sulit  dan tersanjung diperpanjang terus.

sulit karena     menekan, mengkoreksi

hutang membumbung tinggi pnggulangn  pemulihan 
",,
303,3/29/2021 11:48,x1377229154429464576,Pardede49466179,"rt @andespen1: airlangga: realisasi perlindungan sosial capai rp 117,3 triliun
",,
304,3/31/2021 1:15,x1377212197462401024,LampungInd,"  diperpanjang lagi,   dibuka melemah 5,36 poin https://t.co/dlnljzwdps",,
305,7/20/2021 10:57,x1377213406877417474,industrycoid,"artinya, kinerja sektor manufaktur mulai kembali tumbuh seiring pelonggaran   dan mendorong potensi pemulihan  .",,
306,7/20/2021 10:57,x1376557700209762311,tie_ain,"  melunak,   menanjak? https://t.co/rosej7pbgd",,
307,7/22/2021 10:57,x1376524946114019332,Nonanoy1,"karna dampak   warung bapak aku jadi sepi bgt. gak tega liat stock warung masih banyak, jadi aku mau coba…",,
308,3/31/2021 1:15,x1377232847522516992,,dampak   yang dirasakan masyarakat akibat   disebut menjadi pendorong utama menurunnya tingkat kepuasan kinerja jokowi secara umum. https://t.co/rtfkdrdvrq,,
309,3/31/2021 12:14,x1377229154429464576,,"rt @aingcapruk: hallo semuanya! 
perkenalkan saya syauqii pemula videographer dan photographer. disini saya berempati karena melihat banyak…",,
310,3/31/2021 11:59,x1377212197462401024,nan,moso pengen piknik aja mesti demo demoan....cara elegan lah misal survey lapangan study banding dampak   terhadap  masyarakat antara di ibukota sama di daerah...kan lebih intelek,,
311,3/29/2021 11:48,x1377213406877417474,nan,"""beliau, bupati pacitan ingin mengetahui kondisi para pelaku usaha yang berada di destinasi pariwisata dampak   dari   penutupan destinasi karena     3 di   pacitan,”kata andi. #pariwisata #pacitan #pacitanku

https://t.co/mkafmhdkun",,
312,3/31/2021 1:15,x1376557700209762311,Syamsud76579253,"rt @bppmequilibrium: [loneliness epidemic: keterbatasan yang membelenggu hubungan sosial]

adanya pandemi covid-19 dan kebijakan   ini m…",,
313,3/31/2021 12:14,x1376546914217299974,azmi fauzi,"  dari   hasil survei, direktur eksekutif indikator politik indonesia burhanuddin muhtadi mengatakan masyarakat menolak   jika dilihat   dari   dimensi   namun tidak menolak bahwa   darurat mempunya dampak positf bagi kesehatan.",,
314,3/31/2021 10:52,x1376160880816181250,albert," ga semudah itu, kelas menengah ke bawah sdh pada melek krn pedihnya dampak pandemi.

kalau   berakhir dan berkerumun mulai dibolehkan, demo akar rumput akan menggelembung diluar prediksi. mhs + ojol turun ke jalan, kelar ga sampai 2 period",,
315,3/31/2021 10:57,x1376501550260969477,Nonanoy3,rt @jabarekspres: dampak   harga telur di   bandung turun https://t.co/1ke2enobe1,,
316,10/4/2021 10:57,x1377066879458537472,gregorius,dampak   harga telur di   bandung turun https://t.co/1ke2enobe1,,
317,3/29/2021 13:21,x1377232847522516992,,sampai hal ghaib kena dampak   😭 https://t.co/bsmae8ugc4,,
318,3/31/2021 1:15,x1377213406877417474,,"tanjung (emka) – penerapan     2 di tabalong, membawa dampak positif bagi pelaku wirausaha, salah satunya tempat nongkrong atau kafe.

baca selengkapnya

https://t.co/teba5vxb5t

(emka)",,
319,7/20/2021 10:57,x1376557700209762311,nan,"ooallah pantas, pejabat parpol berkuasa kekayaan meningkat 70% sementara rakyat   nyungsep dampak   darurat di kredit, orang miskin bertambah, kontet kurang gizi ? https://t.co/bw7uuz3jyl",,
320,7/20/2021 10:57,x1376546914217299974,nan,"   dilonggarkan, masyarakat masih tahan 'buang' duit dampak pelonggaran   t  https://t.co/fmsinhvxow",,
321,7/27/2021 10:57,x1376524946114019332,Syamsud76579254,"semua manusia pada di bali.

yang di jakarta itu robot.

pandemi,   yang makin komedi, club dan restoran udah buka sampe jam 2 pagi, tapi mega gym di mall masih tutup = mabok over sehat, ditambah ganjil genap yang nyusahin.

jakarta jakarta. udah bukan keras lgi skrg.",,
322,7/22/2021 10:57,x1376160880816181250,azmi fauzi,"rt @hms_poldabanten: ayo berpariwisata sehat di negeri di atas awan, disiplin prokes dan patuhi kapasitas pengunjung sesuai peraturan saat  …",,
323,7/20/2021 10:57,x1376501550260969477,daniar,"ayo berpariwisata sehat di negeri di atas awan, disiplin prokes dan patuhi kapasitas pengunjung sesuai peraturan saat  

#janganabaiprokes
@silitongashinto
@divhumas_polri https://t.co/guakwiqkjn",,
324,7/19/2021 10:57,1.44E+18,albert,"rt @bppmequilibrium: [loneliness epidemic: keterbatasan yang membelenggu hubungan sosial]

adanya pandemi covid-19 dan kebijakan   ini m…",,
325,3/29/2021 11:48,1.44E+18,Nonanoy4,"  dari   hasil survei, direktur eksekutif indikator politik indonesia burhanuddin muhtadi mengatakan masyarakat menolak   jika dilihat   dari   dimensi   namun tidak menolak bahwa   darurat mempunya dampak positf bagi kesehatan.",,
326,3/31/2021 1:15,1.44E+18,gregorius," ga semudah itu, kelas menengah ke bawah sdh pada melek krn pedihnya dampak pandemi.

kalau   berakhir dan berkerumun mulai dibolehkan, demo akar rumput akan menggelembung diluar prediksi. mhs + ojol turun ke jalan, kelar ga sampai 2 period",,
327,3/31/2021 12:14,1.44E+18,jogja,"Sepertinya ini kasus terendah sejak  , semoga terus menurun dan tidak ada gelombang ketiga.. Aamiin Wajah tersenyum dengan mata tersenyumTangan melipatsehat selalu yaa semuanya, biar dunia kembali normal dan per an membaik untuk semuanya, aamiin",,
328,3/31/2021 11:59,1.44E+18,sansanboo,Alhamdulillah tarikan ojol gue nembus 250k hehehe dapet arah pulang full order barang sampe 100k lumayan buat ditabung lebihannya wkwowkwkwkkw jafi inget pas   susah bgt dapet order sekarang udah mulai normal situasinya semoga indonesia makin sehat dan kembali seduakala,,
329,3/29/2021 11:48,1.44E+18,contiki,"Bukti kerja keras pemerintah dan   berhasil menekan angka Covid-19 !!! Wajah tersenyum dengan lingkaran cahayaTangan melipatJempolanBendera IndonesiaKita terus bantu pemerintah dgn disiplin kita tetap Prokes Wajah bermasker kesehatan, biar Indonesia sehat,   pulih, dan aktivitas semua bisa normal kembali, God Bless Indonesia",,
330,3/31/2021 1:15,1.44E+18,Syamsud76579255,"Sambil terus mengevaluasi penerapan  , pemerintah menyusun dan menerapkan sejumlah protokol kesehatan sebagai bagian   dari   strategi agar dapat menyeimbangkan kehidupan yang sehat, juga tetap berdaya dalam kegiatan   dan sosial #maskerdanvaksin duet jaga sehat",,
331,18-Sep,1.44E+18,Airlangga Hartanto,"Mari kita jaga semangat untuk terus berupaya dan berkolaborasi menghadapi pandemi dan ikhtiar memulihkan  . Jangan kasih kendor, salam sehat!",,
332,7/27/2021 10:57,1.44E+18,vhaentensin,"Indonesia sehat,   lancar,   the end, kita semua kembali kehidupan normal dgn tetap ketat prokes.. Semangat!!",,
333,7/22/2021 10:57,1.44E+18,azmi fauzi,Yg peduli   pada teriak Minta longgar  . Yg peduli sehat dan nyawa pada teriak Minta panjang  . Terus semua nyalahinnya pemerintah. Kasian,,
334,7/20/2021 10:57,1.44E+18,ghauss,"yg telah berkerja dan berjuang tanpa lelah melawan dan mencegah penularan Cov 19 dgn bbrp kali cara yg bongkar pasang.. Pada akhirnya berhasil juga.. Dgn  .. Semoga Indonesia dan Rakyat nya Sehat terus,   Bangkit..",,
335,7/19/2021 10:57,1.44E+18,DPR RI,"terkait     dan meminta Pemda, Satgas C0vid-19 bersama Dinas Kesehatan untuk meningkatkan pengawasan terhadap kebijakan     tersebut.",,
336,3/29/2021 11:48,1.44E+18,daniar,"bersama dengan anggota TNI AL dan petugas   dari   Dinas Perikanan, telah melaksanakan giat patroli R2 untuk memberikan sosialisasi terkait masih berlakunya  , juga kewajiban untuk selalu mematuhi protokol kesehatan guna mencegah dan memutus mata rantai penyebaran virus C - 19.",,
337,3/31/2021 1:15,1.37E+18,Sekretariat Kabinet," @setkabgoid @Per anRI Tdk efektif bg pekerja harian,pedagang,seniman kampung,,",,
338,3/31/2021 12:14,1.37E+18,Kemenko Perekonomian RI,"2. Tujuan utama     adalah untuk menekan kasus positif dan melandaikan kurva sebagai prasyarat utama keberhasilan dalam penanganan Covid-19. Selain itu, tentu sekaligus sebagai upaya pemulihan   nasional.",,
339,3/31/2021 11:59,x1376501550260969477,jawapos,"Terimbas  , Petani Sayur di   Malang Menjerit https://t.co/d6rvdYl1xL",https:twitter.com/jawapos/status/1448498810183831554,"Gedung Graha Pena Lt.10, Jl. R"
340,3/29/2021 11:48,1.40E+18,ann1s4,"setelah   mulai turun  , kondisi membaik pemerintah pun membuka tempat pariwisata tentunya dengan prokes ketat supaya   pulih kembali #pariwisatajagaprokes",https:twitter.com/ann1s4/status/1448485123259658244,indonesia
341,3/31/2021 1:15,1.40E+18,luis_vtj,"RT @WagimanDeep212_: Alhamdulillah semankin membaik dimana2..
Sekolah2 segra aktip lagi 
  ikutan tegak berdiri lagi

https://t.co/kF…",https:twitter.com/luis_vtj/status/1448354280176422914,
342,Wed Oct 13 16:40:09 +0000 2021,1.37E+18,DplnM,"RT @DPP_PPP: Tangis Bahagia Tukang Becak Terima Sembako     3   dari   DPC PPP Majalengka 

Aksi nyata PPP untuk Rakyat
semoga sedikit m…",https:twitter.com/DplnM/status/1448327710304915457,"Kuala Lumpur, Wilayah Persekut"
343,Wed Oct 13 13:27:52 +0000 2021,1.37E+18,BSupri1,"RT @WagimanDeep212_: Alhamdulillah semankin membaik dimana2..
Sekolah2 segra aktip lagi 
  ikutan tegak berdiri lagi

https://t.co/kF…",https:twitter.com/BSupri1/status/1448279322570092549,boyolali
344,Wed Oct 13 12:14:50 +0000 2021,1.37E+18,jawapos,Usulkan Buka pariwisata Bromo tanpa Tergantung        https://t.co/AvvUMozZpA,https:twitter.com/jawapos/status/1448260939610877959,"Gedung Graha Pena Lt.10, Jl. R"
345,Wed Oct 13 12:11:05 +0000 2021,1.37E+18,Bisniscom,"  Longgar, Industri Minuman Ringan Masih Pesimistis https://t.co/On6sh6cdGW",https:twitter.com/Bisniscom/status/1448259998270705668,"Jakarta, Indonesia"
346,Wed Oct 13 09:06:17 +0000 2021,1.37E+18,kumparan,Kota Solo diprediksi menjadi salah satu kota di Jawa Tengah yang  nya bakal pulih usai melambat selama penerapan  . #publisherstory https://t.co/ayCYCVKQhp,https:twitter.com/kumparan/status/1448213492125757453,
347,Wed Oct 13 08:43:14 +0000 2021,1.37E+18,SRebahers,RT @wibissono: Menko Airlangga Lapor Jokowi Pertumbuhan   DYI 11 Persen Meski     3 #PresidenGolkar,https:twitter.com/SRebahers/status/1448207689436172288,
348,Wed Oct 13 08:23:24 +0000 2021,1.37E+18,JBDemografi,"Ternyata penanganan pandemi di Indonesia terbilang sukses, lho. Bahkan negara lain dibuat keheranan. Buktinya apa? Baca infografis ini yuk!",https:twitter.com/JBDemografi/status/1448202699686572033,
349,Wed Oct 13 08:03:14 +0000 2021,1.37E+18,yonotemon,Banyak yg kesulitan finansial.kebijakan   harus segera dirubah agar   segera membaik.kasihan,https:twitter.com/yonotemon/status/1448197623194664969,nganjuk
350,Wed Oct 13 07:59:32 +0000 2021,1.37E+18,jawapos,Optimistis   Indonesia Membaik Pasca   https://t.co/ggJoc1eE7V,https:twitter.com/jawapos/status/1448196694491893762,"Gedung Graha Pena Lt.10, Jl. R"
351,Wed Oct 13 07:10:34 +0000 2021,1.37E+18,adammaulana__,vaksin ngebantu banget sih. Yah walau   membuat golongan   menengah ke bawah terseok-seok tapi itu ngebantu juga sih. Semoga akhir tahun bisa makin baik https://t.co/HzvYLENd5t,https:twitter.com/adammaulana__/status/1448184371588919298,Bali
352,Wed Oct 13 05:45:00 +0000 2021,1.37E+18,hariankompas,"Seiring kasus Covid-19 yang melandai di DKI Jakarta, sejumlah kegiatan usaha juga mulai dilonggarkan. Dunia usaha menyebut itu menjadi harapan untuk pertumbuhan   DKI Jakarta. #Metropolitan #AdadiKompas 

https://t.co/eTLzS4FoVK",https:twitter.com/hariankompas/status/1448162835742265346,"Palmerah, Jakarta"
353,Wed Oct 13 05:26:59 +0000 2021,1.37E+18,OnlineSurabaya,BI Menjelaskan   Darurat Bikin   RI Loyo https://t.co/CfZTM2GZmJ,https:twitter.com/OnlineSurabaya/status/1448158303826055175,"Kota Surabaya, East Java"
354,Wed Oct 13 04:03:17 +0000 2021,1.37E+18,MerlindaLinda8,Kondisi pandemi Covid - 19 di Provinsi Jatim berangsur membaik meski Jatim sempat mengalami pelemahan baik pelemahan   maupun smangat masyaralkat terutama ketika pelaksanaan   darurat di bln Juli lalu.,https:twitter.com/MerlindaLinda8/status/1448137238122942469,
355,Wed Oct 13 01:26:29 +0000 2021,1.37E+18,lchy_8," Rakyat kena  , aktivitas   menurun, eh pajak malah naik. Ini negara atau perampok yaa E358",https:twitter.com/lchy_8/status/1448097779453071364,anywhere
356,Wed Oct 13 01:00:58 +0000 2021,1.37E+18,Widyarenee_,"Setelah aturan   sukses menurunkan laju kasus positif Kovid19, maka masyarakat diminta tetap jaga Prokes, jngn kendor.
Jangan smp muncul lg lonjakan signifikan Kovid19 yg mungkin dipicu munculnya kelonggaran aktivitas masy termasuk aktivitas  . https://t.co/hozWBt5WGN",https:twitter.com/Widyarenee_/status/1448091359068495872,"Menteng, Indonesia"
357,Tue Oct 12 18:16:30 +0000 2021,1.37E+18,awlnich,"ketika temen disekitar kita udah mempunyai produk Apple,   Indonesia sudah stabil dan covid sudah berangsur membaik Alhamdulillah   berjalan lancar🙏",https:twitter.com/awlnich/status/1447989569480118278,
358,Tue Oct 12 14:02:06 +0000 2021,1.37E+18,haluanharian,"  Kota Padang Turun  , Athari Berharap   Masyarakat Kembali Pulih https://t.co/krsjMMoXKR",https:twitter.com/haluanharian/status/1447925549498880009,"West Sumatra, Indonesia"
359,Tue Oct 12 13:33:00 +0000 2021,1.37E+18,suka_tx,"RT @Hmmurahmurahhm2: Gaji Pejabat Pemerintah Termasuk Presiden Tak Besar Banding Gaji
Direktur BUMN Besar, Tapi LHKPN
@KPK_RI Kekayaan Peja…",https:twitter.com/suka_tx/status/1447918225753354246,indonesia
360,Tue Oct 12 09:41:37 +0000 2021,1.37E+18,dpcpppkabmadiun,"RT @DPP_PPP: Tangis Bahagia Tukang Becak Terima Sembako     3   dari   DPC PPP Majalengka 

Aksi nyata PPP untuk Rakyat
semoga sedikit m…",https:twitter.com/dpcpppkabmadiun/status/1447859996927029252,
361,Tue Oct 12 09:20:11 +0000 2021,1.37E+18,ericksadewa01,"Persib seharusnya bangga punya banyak real fans,meski keadaan   terpuruk mereka masih mau demo untuk kebangkitan persib, bukan demo untuk kebangkitan   selama   #persibdaruratmanagement #PersibDay",https:twitter.com/ericksadewa01/status/1447854602561351684,"Bandung, Jawa Barat"
362,Tue Oct 12 09:07:49 +0000 2021,1.37E+18,plvmgirl,"Puan Maharani mengundang seluruh anggota DPR RI yg akan melaksanakan reses,dpt ikut mengambil peran dan tanggung jwb dlm penanganan Covid-19 dg cara memperkuat pelaksanaan prokes, mempercepat pemulihan sosial dan   di dapil masing2",https:twitter.com/plvmgirl/status/1447851488173117452,
363,Tue Oct 12 08:28:17 +0000 2021,1.37E+18,alineadotid,"Asisten Deputi Moneter dan Sektor Eksternal, Kemenko Per an, Ferry Irawan  : dan pembatasan mobilitas ( ).
#Pemulihan Nasional #  #Kesehatan",https:twitter.com/alineadotid/status/1447841538529132544,Indonesia
364,Tue Oct 12 07:37:45 +0000 2021,1.37E+18,alineadotid,"Wakil Ketua Umum bidang Koperasi dan UMKM Kadin Jakarta, Akhmad Syarbini :  Efektivitas pelaksanaan   darurat sangat bergantung pada perilaku masyarakat. Tanpa kedisiplinan...
#Pemulihan Nasional #  #Kesehatan https://t.co/96LR8xCP4u",https:twitter.com/alineadotid/status/1447828823869825026,Indonesia
365,Tue Oct 12 05:21:27 +0000 2021,1.37E+18,kyla_bunga,Banyak yang balas dendam pasca   dengan traveling demi kesehatan mental. Yuk rawat kesehatan mentalnya dengan cara lain aja masih pandemi soalnya. #ProkesJalanTerus Vaksinasi Tinggi   Pulih https://t.co/aAr4VzcxMD,https:twitter.com/kyla_bunga/status/1447794523078160386,
366,Tue Oct 12 05:15:00 +0000 2021,1.37E+18,timlovers,"  Turun  , Gibran Genjot Percepatan  
https://t.co/Riku0byLyU https://t.co/uwvvx4TUoW",https:twitter.com/timlovers/status/1447792898205011969,Solo
367,Tue Oct 12 05:05:25 +0000 2021,1.37E+18,B0NGK4R_Pol1t1k,"RT @Lampung__Puan Maharani mengundang seluruh anggota DPR RI yg akan melaksanakan reses,dpt ikut mengambil peran dan tanggung jwb dlm penanganan Covid-19 dg cara memperkuat pelaksanaan prokes, mempercepat pemulihan sosial dan   di dapil masing2",https:twitter.com/B0NGK4R_Pol1t1k/status/1447790488585531393,
368,Tue Oct 12 04:10:03 +0000 2021,1.37E+18,Metro_TV,RT @medcom_id: Pelonggaran   Bikin Kinerja Penjualan Eceran Agustus Membaik https://t.co/GFmdSYVSHa via ,https:twitter.com/Metro_TV/status/1447776553803284482,"ÜT:-6.186977, 106.759125"
369,Tue Oct 12 04:06:53 +0000 2021,1.37E+18,_SeaLord,"Puan Maharani mengundang seluruh anggota DPR RI yg akan melaksanakan reses,dpt ikut mengambil peran dan tanggung jwb dlm penanganan Covid-19 dg cara memperkuat pelaksanaan prokes, mempercepat pemulihan sosial dan   di dapil masing2",https:twitter.com/_SeaLord/status/1447775758215049217,deepest of the sea
370,Tue Oct 12 03:53:27 +0000 2021,1.37E+18,medcom_id,Pelonggaran   Bikin Kinerja Penjualan Eceran Agustus Membaik ,https:twitter.com/medcom_id/status/1447772375546675204,"Jakarta Capital Region, Indone"
371,Mon Oct 11 11:47:51 +0000 2021,1.37E+18,suaramerdeka,"Dampak   Cukup Besar, Pemulihan  , Fisik dan Mental Masyarakat Harus Tepat dan Konsisten  https://t.co/hHgca51ECP",https:twitter.com/suaramerdeka/status/1447529376837357570,Semarang - Jateng - Indonesia
372,Sat Oct 09 17:12:07 +0000 2021,1.37E+18,kleeopatra90," Tanya aja basa basi; siapa karakter fav, sejak kapan main genshin, selain main genshin ada main game apalagi, makanan fav, hobi, posisi tidur jg bisa ditanyain, lagu yg lagi disuka atau sekalian bisa jg ajak diskusi dampak   terhadap p",https:twitter.com/kleeopatra90/status/1446886205870653441,Joyful Farm
373,Fri Oct 08 02:42:53 +0000 2021,1.37E+18,moekartho,"RT @neen4noor: Pakar:pandemi saat paling tepat yg anti-pemerintah buat serang pemerintah yg lg sibuk urus pandemi dampak  .
Pengusaha…",https:twitter.com/moekartho/status/1446305066432950272,Jawa Tengah
374,Fri Oct 08 00:01:47 +0000 2021,1.37E+18,neen4noor,"Pakar:pandemi saat paling tepat yg anti-pemerintah buat serang pemerintah yg lg sibuk urus pandemi dampak  .
Pengusaha:demo sebarkan virus perlambat pulihnya  .
BEM mau demo atau tangani pandemi?",https:twitter.com/neen4noor/status/1446264522906374150,Indonesia
375,Thu Oct 07 02:01:03 +0000 2021,1.37E+18,Muhamma39480600,"Selama pandemi Covid 19, sektor   banyak terkena dampak sehingga mengalami kemunduran. Kondisi itu sangat memukul masyarakat kelas menengah kebawah, yang terdampak langsung terutama selama pelaksanaan   darurat",https:twitter.com/Muhamma39480600/status/1445932150948200451,
376,Thu Oct 14 05:03:14 +0000 2021,1.37E+18,BNews_Borneo,"Penjualan Busana Kembali Ramai di Duta Mall Banjarmasin, Aksesoris Masih Sepi: Setelah     di Banjarmasin turun, geliat   mulai kembali bergairah seperti di Duta Mall Banjarmasin. https://t.co/GB3T1cCAOV https://t.co/cNs9B0B15W",https:twitter.com/BNews_Borneo/status/1448514713550135306,
377,Thu Oct 14 03:05:39 +0000 2021,1.37E+18,ann1s4,"setelah   mulai turun  , kondisi membaik pemerintah pun membuka tempat pariwisata tentunya dengan prokes ketat supaya   pulih kembali #wisatajagaprokes",https:twitter.com/ann1s4/status/1448485123259658244,indonesia
378,Wed Oct 13 16:40:09 +0000 2021,1.37E+18,DplnM,"RT @DPP_PPP: Tangis Bahagia Tukang Becak Terima Sembako     3   dari   DPC PPP Majalengka 

Aksi nyata PPP untuk Rakyat
semoga sedikit m…",https:twitter.com/DplnM/status/1448327710304915457,"Kuala Lumpur, Wilayah Persekut"
379,Wed Oct 13 12:14:50 +0000 2021,1.37E+18,jawapos,Usulkan Buka pariwisata Bromo tanpa Tergantung        https://t.co/AvvUMozZpA,https:twitter.com/jawapos/status/1448260939610877959,"Gedung Graha Pena Lt.10, Jl. R"
380,Wed Oct 13 08:45:26 +0000 2021,1.37E+18,WagimanDeep212_,"Alhamdulillah semankin membaik dimana2..
Sekolah2 segra aktip lagi 
  ikutan tegak berdiri lagi

https://t.co/kFoke2go0M",https:twitter.com/WagimanDeep212_/status/1448208243533123585,
381,Wed Oct 13 08:43:14 +0000 2021,1.37E+18,SRebahers,RT @wibissono: Menko Airlangga Lapor Jokowi Pertumbuhan   DYI 11 Persen Meski     3 #PresidenGolkar,https:twitter.com/SRebahers/status/1448207689436172288,
382,Wed Oct 13 07:10:00 +0000 2021,1.37E+18,wibissono,Menko Airlangga Lapor Jokowi Pertumbuhan   DYI 11 Persen Meski     3 #PresidenGolkar,https:twitter.com/wibissono/status/1448184226533228549,"DKI Jakarta, Indonesia"
383,Tue Oct 12 14:02:06 +0000 2021,1.37E+18,haluanharian,"  Kota Padang Turun  , Athari Berharap   Masyarakat Kembali Pulih https://t.co/krsjMMoXKR",https:twitter.com/haluanharian/status/1447925549498880009,"West Sumatra, Indonesia"
384,Tue Oct 12 05:15:00 +0000 2021,1.37E+18,timlovers,"  Turun  , Gibran Genjot Percepatan  
https://t.co/Riku0byLyU https://t.co/uwvvx4TUoW",https:twitter.com/timlovers/status/1447792898205011969,Solo
385,Mon Oct 11 12:32:27 +0000 2021,1.37E+18,ppid_smr,"Dialog Live Bersama TVRI Kaltim, Wawali Bahas Pemulihan   di     2",https:twitter.com/ppid_smr/status/1447540599616249857,"East Borneo, Indonesia"
386,Mon Oct 11 12:09:03 +0000 2021,1.37E+18,voidotid,Airlangga Hartarto mengungkap bahwa sudah tidak ada satupun   dari   total provinsi di luar Jawa dan Bali yang menerapkan pemberlakuan pembatasan kegiatan masyarakat ( )   4. https://t.co/k9f4kQL2es,https:twitter.com/voidotid/status/1447534711723597825,Indonesia
387,Mon Oct 11 04:48:17 +0000 2021,1.37E+18,radiomercury96,"Surabaya     1, pemulihan   dimulai   dari   mana? via @radiomercury96 https://t.co/U78XJy3pVj",https:twitter.com/radiomercury96/status/1447423787184451588,"Kota Surabaya, East Java"
388,Mon Oct 11 03:45:12 +0000 2021,1.37E+18,DPP_PPP,"Tangis Bahagia Tukang Becak Terima Sembako     3   dari   DPC PPP Majalengka 

Aksi nyata PPP untuk Rakyat
semoga sedikit meringankan beban   masyarakat.",https:twitter.com/DPP_PPP/status/1447407913706803201,Jl Diponegoro no.60 Jakarta
389,Sun Oct 10 14:46:23 +0000 2021,1.37E+18,KabarnusaDotCom,"    3, Pertumbuhan   Yogyakarta Capai 11 Persen  https://t.co/5cO9BUqX3i",https:twitter.com/KabarnusaDotCom/status/1447211918523977736,bali
390,Sun Oct 10 04:57:52 +0000 2021,1.37E+18,ninyinyir,"RT @s1b4d: Sedangkan Dana untuk program PKH telah direalisasikan sebanyak Rp 20,72 triliun atau 73,2%. 

Pemerintah kembali perpanjangan PP…",https:twitter.com/ninyinyir/status/1447063811412742150,
391,Sun Oct 10 04:45:58 +0000 2021,1.37E+18,1ms1C,RT @Gusra_kus: Uji coba ini dilakukan untuk membangkitkan roda per an   dari   sektor pariwisata yg terdampak cukup berat akibat pandemi…,https:twitter.com/1ms1C/status/1447060818487480322,
392,Sun Oct 10 04:45:55 +0000 2021,1.37E+18,1ms1C,"RT @Gusra_kus: Saat ini di DIY ada 7 objek pariwisata yg resmi menjalani uji coba pembukaan objek pariwisata dimasa pandemi. 

Seluruh objek pariwisata…",https:twitter.com/1ms1C/status/1447060803241144320,
393,Sun Oct 10 04:45:51 +0000 2021,1.37E+18,1ms1C,"RT @Gusra_kus: ""Jika ada permintaan , maka akan kami (pemerintah) dukung , tentunya dengan integrasi aplikasi PeduliLindungi."" ; kata Sandi…",https:twitter.com/1ms1C/status/1447060787378327552,
394,Sun Oct 10 04:45:47 +0000 2021,1.37E+18,1ms1C,"RT @Gusra_kus: Kementerian Pariwisata dan   Kreatif berikan peluang bagi pemerintah DIY , termasuk Pemda  /Kota yg ada dalam…",https:twitter.com/1ms1C/status/1447060770659831816,
395,Sun Oct 10 04:45:43 +0000 2021,1.37E+18,1ms1C,"RT @Gusra_kus: Yogyakarta saat ini masih diberlakukan     3. Meskipun begitu angka pertumbuhan   di Yogya sangat tinggi.

""Per…",https:twitter.com/1ms1C/status/1447060752976650247,
396,Sun Oct 10 03:47:05 +0000 2021,1.37E+18,theowl168,"Kesempatan tsb Menteri Koordinator Bidang Per an, Airlangga Hartarto, menyampaikan bahwa di Yogyakarta masih diberlakukan Pemberlakuan Pembatasan Kegiatan Masyarakat ( )   3.

Meski demikian, Airlangga menyebut angka pertumbuhan   di Yogyakarta sangat tinggi. https://t.co/7DIr6b2BRG",https:twitter.com/theowl168/status/1447045999646498818,"DKI Jakarta, Indonesia"
397,Sun Oct 10 01:37:20 +0000 2021,1.37E+18,Ikhaamina,"Dalam kesempatan tersebut, Menko Bidang Per an, Airlangga Hartarto, menyampaikan bahwa di Yogyakarta masih diberlakukan Pemberlakuan Pembatasan Kegiatan Masyarakat ( )   3. Meski demikian, Airlangga menyebut angka pertumbuhan   di Yogyakarta sangat tinggi. https://t.co/JzIvQYDuEQ",https:twitter.com/Ikhaamina/status/1447013346209787904,
398,Sat Oct 09 23:50:04 +0000 2021,1.37E+18,ay_pengembara,"RT @s1b4d: Sedangkan Dana untuk program PKH telah direalisasikan sebanyak Rp 20,72 triliun atau 73,2%. 

Pemerintah kembali perpanjangan PP…",https:twitter.com/ay_pengembara/status/1446986351543422977,
399,Sat Oct 09 23:43:37 +0000 2021,1.37E+18,s1b4d,"RT @Gusra_kus: ""Jika ada permintaan , maka akan kami (pemerintah) dukung , tentunya dengan integrasi aplikasi PeduliLindungi."" ; kata Sandi…",https:twitter.com/s1b4d/status/1446984728427438080,
